time,actual x,actual y,actual z,actual R,actual P,actual Y
0.29247,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.29356,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.294658,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.295734,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.296818,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.297891,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.298964,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.30004,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.30111,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.302147,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.303235,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.304312,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.305384,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.306456,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.307531,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.308605,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.309677,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.310776,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.311862,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.312937,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.314011,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.31508,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.316153,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.317225,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.318297,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.319369,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.32044,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.321515,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.322635,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.323723,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.324815,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.325886,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.326952,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.328019,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.329093,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.330141,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.331231,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.332303,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
0.333376,0.515955,-0.22662,1.45387,0.00540123,0.026838,-1.59778
